"","nicu","name","full_address","addr","city","state","zip","level","beds","type","contact"
"1032",1032,"SCL Platte Valley Medical Center","1600 Prairie Center Pkwy Brighton CO 80601","1600 Prairie Center Pkwy","Brighton","CO","80601","II",NA,"Academic Program","Satya Houin, MD"
"1033",1033,"Scripps Memorial Hospital Encinitas","354 Santa Fe Dr Encinitas CA 92024","354 Santa Fe Dr","Encinitas","CA","92024","II",8,NA,NA
"1034",1034,"Scripps Memorial Hospital La Jolla","9888 Genesee Ave La Jolla CA 92037","9888 Genesee Ave","La Jolla","CA","92037","II",NA,NA,NA
"1035",1035,"Scripps Mercy Hospital Chula Vista","435 H St. Chula Vista CA 91910","435 H St.","Chula Vista","CA","91910","II",10,NA,NA
"1036",1036,"Scripps Mercy Hospital San Diego","4077 Fifth Ave San Diego CA 92103","4077 Fifth Ave","San Diego","CA","92103","II",19,NA,NA
"1037",1037,"Seattle Children’s Hospital","4800 Sand Point Way NE Seattle WA 98105","4800 Sand Point Way NE","Seattle","WA","98105","IV",32,"Academic Program","Robert DiGeronimo, MD"
"1038",1038,"Self Regional Medical Center","1325 Spring St Greenwood SC 29646","1325 Spring St","Greenwood","SC","29646","III",18,NA,NA
"1039",1039,"Sentara Northern Virginia Medical Center","2300 Opitz Blvd Woodbridge VA 22191","2300 Opitz Blvd","Woodbridge","VA","22191","II",14,"Academic Program","Ashraf Afifi, MD"
"1040",1040,"Sentara RMH Medical Center","2010 Health Campus Dr Harrisonburg VA 22801","2010 Health Campus Dr","Harrisonburg","VA","22801","II",6,"Private Practice","Jordan Leonard, MD"
"1041",1041,"Sequoia Hospital","170 Alameda de las Pulgas Redwood City CA 94062","170 Alameda de las Pulgas","Redwood City","CA","94062","II",6,"Academic Program","Nilima Ragavan, MD"
"1042",1042,"Seton Medical Center Austin","1201 W 38th St Austin TX 78705","1201 W 38th St","Austin","TX","78705","III",46,"Private Practice","John Loyd, MD"
"1043",1043,"Shady Grove Medical Center","9901 Medical Center Dr Rockville MD 20850","9901 Medical Center Dr","Rockville","MD","20850","III",38,"Private Practice","Kimberly LaFolla, MD"
"1044",1044,"Shannon West Texas Memorial Hospital","120 E Harris Ave San Angelo TX 76903","120 E Harris Ave","San Angelo","TX","76903","II",NA,NA,NA
"1045",1045,"Sharp Grossmont Hospital","5555 Grossmont Center Dr La Mesa CA 91942","5555 Grossmont Center Dr","La Mesa","CA","91942","III",24,NA,NA
"1046",1046,"Sharp Mary Birch Hospital","3003 Health Center Dr San Diego CA 92123","3003 Health Center Dr","San Diego","CA","92123","III",84,NA,NA
"1047",1047,"Shawnee Mission Medical Center","9100 West 74th Street Merriam KS 66204","9100 West 74th Street","Merriam","KS","66204","III",24,"Private Practice",NA
"1048",1048,"Shelby Baptist Medical Center","1000 1st St N Alabaster AL 35007","1000 1st St N","Alabaster","AL","35007","III",15,"Academic Program","Allison Black, MD"
"1049",1049,"Shore Medical Center","100 Medical Center Way, Somers Point NJ 08244","100 Medical Center Way,","Somers Point","NJ","08244","II",4,"Private Practice","Bryan Darling, MD"
"1050",1050,"Sierra Vista Regional Medical Center","1010 Murray Ave San Luis Obispo CA 93405","1010 Murray Ave","San Luis Obispo","CA","93405","III",22,NA,NA
"1051",1051,"Siloam Springs Regional Hosptial","603 North Progress Avenue Siloam Springs AR 72761","603 North Progress Avenue","Siloam Springs","AR","72761","II",NA,NA,NA
"1052",1052,"Silver Cross Hospital","1900 Silver Cross Blvd New Lenox IL 60451","1900 Silver Cross Blvd","New Lenox","IL","60451","II",17,"Academic Program","Colleen Ann Malloy, MD"
"1053",1053,"Sinai Hospital of Baltimore","2401 W Belvedere Ave Baltimore MD 21215","2401 W Belvedere Ave","Baltimore","MD","21215","III",21,"Private Practice","Thomas O'Brien, MD"
"1054",1054,"Sinai-Grace Hospital","6071 West Outer Drive Detroit MI 48235","6071 West Outer Drive","Detroit","MI","48235","III",20,"Private Practice",NA
"1055",1055,"Sisters of Charity Hospital","2157 Main St Buffalo NY 14214","2157 Main St","Buffalo","NY","14214","III",40,"Private Practice","Thomas Riley, MD"
"1056",1056,"Sky Ridge Medical Center","10101 RidgeGate Parkway Lone Tree CO 80124","10101 RidgeGate Parkway","Lone Tree","CO","80124","III",11,"Private Practice","Joe Toney, MD"
"1057",1057,"Slidell Memorial Hospital","1001 Gause Blvd Slidell LA 70458","1001 Gause Blvd","Slidell","LA","70458","III",10,"Academic Program","Jeffrey Surcouf, MD"
"1058",1058,"Soin Medical Center","3535 Pentagon Blvd Beavercreek OH 45431","3535 Pentagon Blvd","Beavercreek","OH","45431","II",NA,NA,NA
"1059",1059,"South Georgia Medical Center","2501 N Patterson St Valdosta GA 31602","2501 N Patterson St","Valdosta","GA","31602","II",NA,"Hospital Employed",NA
"1060",1060,"South Miami Hospital","6200 SW 73rd St Miami FL 33143","6200 SW 73rd St","Miami","FL","33143","III",62,NA,NA
"1061",1061,"South New Hampshire Medical Center","8 Prospect Street Nashua NH 03060","8 Prospect Street","Nashua","NH","03060","III",15,"Employed Group","Marcus Hermansen, MD"
"1062",1062,"South Shore Hospital","55 Fogg Road Weymouth MA 02190","55 Fogg Road","Weymouth","MA","02190","III",15,"Academic Program","John M. Fiascone, MD"
"1063",1063,"South Texas Health System McAllen","301 West Expressway 83 McAllen TX 78503","301 West Expressway 83","McAllen","TX","78503","III",54,NA,NA
"1064",1064,"Southeast Georgia Health System – Brunswick Campus","2415 Parkwood Dr Brunswick GA 31520","2415 Parkwood Dr","Brunswick","GA","31520","II",NA,NA,NA
"1065",1065,"Southeast Health Medical Center","1108 Ross Clark Circle Dothan AL 36301","1108 Ross Clark Circle","Dothan","AL","36301","III",15,"Private Practice","Meyer Dworsky, MD"
"1066",1066,"Southeastern Regional Medical Center","300 W 27th St Lumberton NC 28358","300 W 27th St","Lumberton","NC","28358","II",NA,"Private Practice",NA
"1067",1067,"SoutheastHEALTH","1701 Lacey Street Cape Girardeau MO 63701","1701 Lacey Street","Cape Girardeau","MO","63701","III",8,"Private Practice","Paul Caruso, MD"
"1068",1068,"Southern Hills Hospital","9300 W Sunset Rd Las Vegas NV 89148","9300 W Sunset Rd","Las Vegas","NV","89148","II",15,"Private Practice","Patricia Ramsey, MD"
"1069",1069,"Southern Maryland Hospital Center","7503 Surratts Rd, Clinton MD 20735","7503 Surratts Rd,","Clinton","MD","20735","II",18,"Employed Group",NA
"1070",1070,"Southern Regional Medical Center","11 Upper Riverdale Rd Riverdale GA 30274","11 Upper Riverdale Rd","Riverdale","GA","30274","III",30,"Private Practice","Kevin Kathrotia, MD"
"1071",1071,"Southside Hospital","301 E Main St Bay Shore NY 11706","301 E Main St","Bay Shore","NY","11706","II",11,"Academic Program",NA
"1072",1072,"Southside Regional Medical Center","200 Medical Park Blvd Petersburg VA 23805","200 Medical Park Blvd","Petersburg","VA","23805","II",7,"Private Practice","Ann Heerens, MD"
"1073",1073,"Southview Medical Center","1997 Miamisburg Centerville Rd Centerville OH 45459","1997 Miamisburg Centerville Rd","Centerville","OH","45459","II",6,"Academic Program",NA
"1074",1074,"Southwest General Hospital","7400 Barlite Blvd San Antonio TX 78224","7400 Barlite Blvd","San Antonio","TX","78224","III",24,"Private Practice","Sanjay Patel, MD"
"1075",1075,"Southwest Mississippi Regional Medical Center","215 Marion Ave McComb MS 39648","215 Marion Ave","McComb","MS","39648","II",NA,NA,NA
"1076",1076,"Sparrow Hospital","1215 E Michigan Ave Lansing MI 48912","1215 E Michigan Ave","Lansing","MI","48912","III",47,"Academic Program","Said Omar, MD"
"1077",1077,"Spartanburg Regional Medical Center","101 E Wood St Spartanburg SC 29303","101 E Wood St","Spartanburg","SC","29303","III",35,"Private Practice","Cameron Cole, MD"
"1078",1078,"Spotsylvania Regional Medical Center","4600 Spotsylvania Parkway Fredricksburg VA 22408","4600 Spotsylvania Parkway","Fredricksburg","VA","22408","III",8,"Private Practice",NA
"1079",1079,"Spring Valley Medical Center","5400 S Rainbow Blvd Las Vegas NV 89118","5400 S Rainbow Blvd","Las Vegas","NV","89118","III",30,"Private Practice","Philip Vaughn, MD"
"1080",1080,"SSM Health – St. Mary’s Hospital","700 S Park St Madison WI 53715","700 S Park St","Madison","WI","53715","III",38,"Private Practice","Paola Fliman, MD"
"1081",1081,"SSM Health Cardinal Glennon Children’s Hospital","1465 S Grand Blvd St. Louis MO 63104","1465 S Grand Blvd","St. Louis","MO","63104","IV",65,"Academic Program","Farouk Sadiq, MD"
"1082",1082,"SSM Health DePaul Hospital","12303 De Paul Dr Bridgeton MO 63044","12303 De Paul Dr","Bridgeton","MO","63044","II",NA,"Academic Program","Thomas Bender, MD"
"1083",1083,"SSM Health St. Clare Hospital","1015 Bowles Ave Fenton MO 63026","1015 Bowles Ave","Fenton","MO","63026","II",4,"Academic Program","Connie Anderson, MD"
"1084",1084,"SSM Health St. Joseph Hospital","300 First Capitol Drive St. Charles MO 63301","300 First Capitol Drive","St. Charles","MO","63301","II",4,"Academic Program","Thomas Bender, MD"
"1085",1085,"SSM Health St. Joseph West Hospital","100 Medical Plaza Lake St Louis MO 63367","100 Medical Plaza","Lake St Louis","MO","63367","II",NA,"Academic Program","Thomas Bender, MD"
"1086",1086,"SSM Health St. Mary Hospital","6420 Clayton Rd Richmond Heights MO 63117","6420 Clayton Rd","Richmond Heights","MO","63117","III",42,"Academic Program","Mohamad Al-Hosni, MD"
"1087",1087,"St Joseph Hospital","1100 W. Stewart Drive Orange CA 92868","1100 W. Stewart Drive","Orange","CA","92868","II",13,NA,NA
"1088",1088,"St. Agnes Hospital","900 Caton Avenue Baltimore MD 21229","900 Caton Avenue","Baltimore","MD","21229","III",18,NA,NA
"1089",1089,"St. Agnes Medical Center","1303 E Herndon Ave Fresno CA 93720","1303 E Herndon Ave","Fresno","CA","93720","III",14,"Network Medical Group",NA
"1090",1090,"St. Alexius Medical Center Hoffman Estates","1555 Barrington Rd Hoffman Estates IL 60169","1555 Barrington Rd","Hoffman Estates","IL","60169","III",16,"Academic Program","Maliha Shareef, MD"
"1091",1091,"St. Anthony Hospital","1000 N Lee Ave Oklahoma City OK 73102","1000 N Lee Ave","Oklahoma City","OK","73102","II",15,"Academic Program","Anne Wlodaver, MD"
"1092",1092,"St. Barnabas Hospital Health System","4487 3rd Ave, The Bronx NY 10457","4487 3rd Ave,","The Bronx","NY","10457","III",15,"Academic Program","Lazaro Lezcano, MD"
"1093",1093,"St. Bernardine Medical Center","2101 N Waterman Ave San Bernardino CA 92404","2101 N Waterman Ave","San Bernardino","CA","92404","III",20,NA,NA
"1094",1094,"St. Bernards Medical Center","225 E Jackson Ave Jonesboro AR 72401","225 E Jackson Ave","Jonesboro","AR","72401","III",12,"Employed Group","Douglas Seglem, MD"
"1095",1095,"St. Catherine Hospital","401 E Spruce St Garden City KS 67846","401 E Spruce St","Garden City","KS","67846","II",7,"Private Practice",NA
"1096",1096,"St. Catherine of Siena Medical Center","50 NY-25A Smithtown NY 11787","50 NY-25A","Smithtown","NY","11787","II",8,"Private Practice","Prabhu Mehta, MD"
"1097",1097,"St. Charles Hospital","200 Belle Terre Rd Port Jefferson NY 11777","200 Belle Terre Rd","Port Jefferson","NY","11777","II",6,"Private Practice","Prabhu Mehta, MD"
"1098",1098,"St. Charles Medical Center","2500 Neff Rd Bend OR 97701","2500 Neff Rd","Bend","OR","97701","III",24,"Hospital Employed","Aryan Azimi-Zonooz , MD"
"1099",1099,"St. Christopher Hospital for Children","160 East Erie Ave Philadelphia PA 19134","160 East Erie Ave","Philadelphia","PA","19134","IV",30,"Academic Program","Jane McGowan, MD"
"1100",1100,"St. Claire Hospital","1000 Bower Hill Rd, Pittsburgh PA 15243","1000 Bower Hill Rd,","Pittsburgh","PA","15243","II",6,NA,NA
"1101",1101,"St. Cloud Hospital","1406 6th Ave N St Cloud MN 56303","1406 6th Ave N","St Cloud","MN","56303","III",30,"Employed Group","Louis J. Heck, MD"
"1102",1102,"St. David’s Medical Center","919 E 32nd St Austin TX 78705","919 E 32nd St","Austin","TX","78705","IV",65,"Private Practice",NA
"1103",1103,"St. David’s North Austin Medical Center","12221 N Mopac Expy Austin TX 78758","12221 N Mopac Expy","Austin","TX","78758","III",36,"Private Practice",NA
"1104",1104,"St. David’s Round Rock Medical Center","2400 Round Rock Ave Round Rock TX 78681","2400 Round Rock Ave","Round Rock","TX","78681","II",12,"Private Practice",NA
"1105",1105,"St. David’s South Austin Medical Center","901 W Ben White Blvd Austin TX 78704","901 W Ben White Blvd","Austin","TX","78704","II",10,"Private Practice",NA
"1106",1106,"St. Dominic’s Hospital","969 Lakeland Dr Jackson MS 39216","969 Lakeland Dr","Jackson","MS","39216","III",20,"Private Practice",NA
"1107",1107,"St. Elizabeth Healthcare","1 Medical Village Dr Edgewood KY 41017","1 Medical Village Dr","Edgewood","KY","41017","III",30,"Academic Program","Ward Rice, MD"
"1108",1108,"St. Elizabeth’s Medical Center","736 Cambridge St Brighton MA 02135","736 Cambridge St","Brighton","MA","02135","III",18,"Academic Program","Shah Hossain, MD"
"1109",1109,"St. Francis Community Hospital","34515 9th Avenue South Federal Way WA 98003","34515 9th Avenue South","Federal Way","WA","98003","II",NA,"Academic Program","Stephen Welty, MD"
"1110",1110,"St. Francis Eastside","125 Commonwealth Dr Greenville SC 29615","125 Commonwealth Dr","Greenville","SC","29615","II",10,"Private Practice","Susan Miller, MD"
"1111",1111,"St. Francis Hospital","701 N Clayton St Wilmington DE 19805","701 N Clayton St","Wilmington","DE","19805","II",NA,"Academic Program","Ashish Gupta, MD"
"1112",1112,"St. Francis Medical Center","13710 St Francis Blvd Midlothian VA 23114","13710 St Francis Blvd","Midlothian","VA","23114","III",6,"Private Practice","Ann Heerens, MD"
"1113",1113,"St. Francis Medical Center","3630 E Imperial Hwy Lynwood CA 90262","3630 E Imperial Hwy","Lynwood","CA","90262","III",NA,NA,NA
"1114",1114,"St. Francis Medical Center","309 Jackson St Monroe LA 71201","309 Jackson St","Monroe","LA","71201","III",35,"Private Practice","Marc de Soler, MD"
"1115",1115,"St. John Medical Center","1923 S Utica Ave Tulsa OK 74104","1923 S Utica Ave","Tulsa","OK","74104","III",42,"Private Practice","Craig Anderson, MD"
"1116",1116,"St. John’s Episcopal Hospital","327 Beach 19th St. Far Rockaway NY 11691","327 Beach 19th St.","Far Rockaway","NY","11691","II",4,NA,NA
"1117",1117,"St. John’s Riverside Hospital","967 N Broadway Yonkers NY 10701","967 N Broadway","Yonkers","NY","10701","II",12,"Academic Program","Edmund La Gamma, MD"
"1118",1118,"St. Johns Regional Medical Center","1600 N Rose Ave Oxnard CA 93030","1600 N Rose Ave","Oxnard","CA","93030","III",20,"Private Practice","Catherine Ekwa-Ekoko, MD"
"1119",1119,"St. Joseph Hospital – South","6901 Simmons Loop Riverview FL 33578","6901 Simmons Loop","Riverview","FL","33578","II",11,"Private Practice",NA
"1120",1120,"St. Joseph Medical Center","1401 St Joseph Pkwy Houston TX 77002","1401 St Joseph Pkwy","Houston","TX","77002","III",35,"Private Practice",NA
"1121",1121,"St. Joseph Mercy Ann Arbor","301 McAuley D Ypsilanti MI 48197","301 McAuley D","Ypsilanti","MI","48197","III",31,"Employed Group","Kim Tekkanat, MD"
"1122",1122,"St. Joseph Mercy Oakland","44405 Woodward Ave Pontiac MI 48341","44405 Woodward Ave","Pontiac","MI","48341","III",30,"Academic Program","Esam Kazem M.D"
"1123",1123,"St. Joseph Mishawaka Medical Center","5215 Holy Cross Pkwy Mishawaka IN 46545","5215 Holy Cross Pkwy","Mishawaka","IN","46545","III",22,"Network Medical Group",NA
"1124",1124,"St. Joseph Regional Health Center","2801 Franciscan Dr Bryan TX TX 77802","2801 Franciscan Dr","Bryan TX","TX","77802","II",NA,NA,NA
"1125",1125,"St. Joseph Regional Medical Center","703 Main St, Paterson NJ 07503","703 Main St,","Paterson","NJ","07503","III",50,"Private Practice","Adel Zauk, MD"
"1126",1126,"St. Joseph’s Children’s Hospital","3001 W Dr Martin Luther King Jr Blvd Tampa FL 33614","3001 W Dr Martin Luther King Jr Blvd","Tampa","FL","33614","IV",76,"Private Practice","Cherie Foster, MD"
"1127",1127,"St. Joseph’s Hospital Health Center","301 Prospect Avenue Syracuse NY 13203","301 Prospect Avenue","Syracuse","NY","13203","III",14,"Private Practice",NA
"1128",1128,"St. Joseph’s Medical Center","1717 South J St Tacoma WA 98405","1717 South J St","Tacoma","WA","98405","III",5,"Academic Program","Stephen Welty, MD"
"1129",1129,"St. Joseph’s Medical Center","1800 N California St Stockton CA 95204","1800 N California St","Stockton","CA","95204","III",30,NA,NA
"1130",1130,"St. Joseph’s Hospital & Medical Center","350 W Thomas Rd Phoenix AZ 85013","350 W Thomas Rd","Phoenix","AZ","85013","III",70,"Private Practice","Vinit Manuel, MD"
"1131",1131,"St. Joseph’s/Candler Health System","11705 Mercy Boulevard Savannah GA 31419","11705 Mercy Boulevard","Savannah","GA","31419","II",18,"Private Practice",NA
"1132",1132,"St. Jude Medical Center","101 E Valencia Mesa Dr Fullerton CA 92835","101 E Valencia Mesa Dr","Fullerton","CA","92835","III",14,"Private Practice","David Hicks, MD"
"1133",1133,"St. Louis Children’s Hospital","1 Children's Place St. Louis MO 63110","1 Children's Place","St. Louis","MO","63110","IV",125,"Academic Program","Amit Mathur, MD"
"1134",1134,"St. Luke’s Allentown Campus","1736 Hamilton St Allentown PA 18104","1736 Hamilton St","Allentown","PA","18104","II",16,"Private Practice","Kim Costello, MD"
"1135",1135,"St. Luke’s Baptist Hospital","7930 Floyd Curl Dr San Antonio TX 78229","7930 Floyd Curl Dr","San Antonio","TX","78229","III",24,"Private Practice",NA
"1136",1136,"St. Luke’s Boise Medical Center","190 E Bannock St Boise ID 83712","190 E Bannock St","Boise","ID","83712","IV",61,"Hospital Employed","Scott Snyder, MD"
"1137",1137,"St. Luke’s Hospital","1026 A Ave NE Cedar Rapids IA 52402","1026 A Ave NE","Cedar Rapids","IA","52402","III",22,"Employed Group","Andrew Nordine, MD"
"1138",1138,"St. Luke’s Hospital","232 S Woods Mill Rd Chesterfield MO 63017","232 S Woods Mill Rd","Chesterfield","MO","63017","II",6,"Private Practice","Gary Dreyer, MD"
"1139",1139,"St. Luke’s Hospital","101 Page St New Bedford MA 02740","101 Page St","New Bedford","MA","02740","II",8,"Academic Program","Jessica Slusarski, MD"
"1140",1140,"St. Luke’s Hospital – Anderson Campus","1872 St Luke's Blvd Easton PA 18045","1872 St Luke's Blvd","Easton","PA","18045","III",26,"Private Practice","Kim Costello, MD"
"1141",1141,"St. Luke’s Hospital at The Vintage","20171 Chasewood Park Dr Houston TX 77070","20171 Chasewood Park Dr","Houston","TX","77070","II",NA,NA,NA
"1142",1142,"St. Luke’s Magic Valley","801 Pole Line Rd W Twin Falls ID 83301","801 Pole Line Rd W","Twin Falls","ID","83301","III",18,"Hospital Employed","Scott Snyder, MD"
"1143",1143,"St. Luke’s Meridian Medical Center","520 S Eagle Rd Meridian ID 83642","520 S Eagle Rd","Meridian","ID","83642","II",12,"Hospital Employed","Scott Snyder, MD"
"1144",1144,"St. Luke’s Nampa Medical Center","9850 W St Lukes Dr. Nampa ID 83687","9850 W St Lukes Dr.","Nampa","ID","83687","II",15,"Hospital Employed","Scott Snyder, MD"
"1145",1145,"St. Luke’s University Hospital – Bethlehem","801 Ostrum St, Bethlehem PA 18015","801 Ostrum St,","Bethlehem","PA","18015","III",30,"Private Practice","Kim Costello, MD"
"1146",1146,"St. Marks Hospital","1200 E 3900 South Salt Lake City UT 84124","1200 E 3900 South","Salt Lake City","UT","84124","III",32,"Private Practice","Cameron Swinton, MD"
"1147",1147,"St. Mary Medical Center","1050 Linden Ave Long Beach CA 90813","1050 Linden Ave","Long Beach","CA","90813","III",NA,NA,NA
"1148",1148,"St. Mary Medical Center","1201 Newtown-Langhorne Rd Langhorne PA 19047","1201 Newtown-Langhorne Rd","Langhorne","PA","19047","II",12,"Academic Program","Prem K. Marlapudi, MD"
"1149",1149,"St. Mary Medical Center","1500 S Lake Park Ave, Hobart IN 46342","1500 S Lake Park Ave,","Hobart","IN","46342","II",NA,"Private Practice",NA
"1150",1150,"St. Mary’s Hospital","5801 Bremo Rd Richmond VA 23226","5801 Bremo Rd","Richmond","VA","23226","III",21,"Private Practice","Ann Heerens, MD"
"1151",1151,"St. Mary’s Hospital","2635 N 7th St Grand Junction CO 81501","2635 N 7th St","Grand Junction","CO","81501","III",23,"Network Medical Group","Tami Garmany, MD"
"1152",1152,"St. Mary’s Hospital","1230 Baxter St Athens GA 30606","1230 Baxter St","Athens","GA","30606","II",9,"Private Practice","Victor Morales, MD"
"1153",1153,"St. Mary’s Hospital","56 Franklin St Waterbury CT 06706","56 Franklin St","Waterbury","CT","06706","II",9,"Employed Group","Magdy Galal, MD"
"1154",1154,"St. Mary’s Medical Center","901 45th St West Palm Beach FL 33407","901 45th St","West Palm Beach","FL","33407","III",45,"Private Practice","Albert Tano, MD"
"1155",1155,"St. Mary’s Medical Center","18300 CA-18 Apple Valley CA 92307","18300 CA-18","Apple Valley","CA","92307","II",8,"Private Practice",NA
"1156",1156,"St. Mary’s Regional Medical Center","235 W 6th St Reno NV 89503","235 W 6th St","Reno","NV","89503","III",29,"Private Practice","Gary Yup, MD"
"1157",1157,"St. Peter’s Hospital","315 S Manning Blvd Albany NY 12208","315 S Manning Blvd","Albany","NY","12208","III",15,"Employed Group",NA
"1158",1158,"St. Peters University Hospital","254 Easton Ave, New Brunswick NJ 08901","254 Easton Ave,","New Brunswick","NJ","08901","III",54,"Academic Program","Mark Hiatt, MD"
"1159",1159,"St. Rose Dominican – Siena","3001 St Rose Pkwy Henderson NV 89052","3001 St Rose Pkwy","Henderson","NV","89052","III",26,"Private Practice","Deepa Nagar, MD"
"1160",1160,"St. Rose Dominican – St. Martin","8280 W Warm Springs Rd Las Vegas NV 89113","8280 W Warm Springs Rd","Las Vegas","NV","89113","II",6,"Private Practice","Deepa Nagar, MD"
"1161",1161,"St. Tammy Parish Hospital","1202 S Tyler St Covington LA 70433","1202 S Tyler St","Covington","LA","70433","III",15,"Private Practice",NA
"1162",1162,"St. Vincent Carmel","13500 North Meridian St Carmel IN 46032","13500 North Meridian St","Carmel","IN","46032","III",12,"Network Medical Group","Taha BenSaad, MD"
"1163",1163,"St. Vincent East Hospital","50 Medical Park Drive East Birmingham AL 35235","50 Medical Park Drive East","Birmingham","AL","35235","II",8,"Academic Program","Ginny Karle, MD"
"1164",1164,"St. Vincent Evansville","3700 Washington Ave Evansville IN 47714","3700 Washington Ave","Evansville","IN","47714","III",31,"Network Medical Group",NA
"1165",1165,"St. Vincent Healthcare","1233 N. 31st St Billings MT 59101","1233 N. 31st St","Billings","MT","59101","III",22,"Hospital Employed","Alison Rentz"
"1166",1166,"St. Vincent’s Medical Center","2800 Main St Bridgeport CT 06606","2800 Main St","Bridgeport","CT","06606","III",NA,"Academic Program","Joseph Vitterito, MD"
"1167",1167,"Stafford Hospital","101 Hospital Center Blvd Stafford Courthouse VA 22554","101 Hospital Center Blvd","Stafford Courthouse","VA","22554","II",6,"Academic Program","Pediatric Hospitalist Managed"
"1168",1168,"Stamford Hospital","1 Hospital Plaza Stamford CT 06902","1 Hospital Plaza","Stamford","CT","06902","III",16,"Employed Group","John Ciannella, MD"
"1169",1169,"Staten Island University Hospital","475 Seaview Ave Staten Island NY 10305","475 Seaview Ave","Staten Island","NY","10305","III",11,"Academic Program","Jonathan Blau, MD"
"1170",1170,"Stephens County Hospital","163 Hospital Drive Toccoa GA 30577","163 Hospital Drive","Toccoa","GA","30577","II",NA,NA,NA
"1171",1171,"Stony Brook University Medical Center","101 Nicolls Road Stony Brook NY 11794","101 Nicolls Road","Stony Brook","NY","11794","IV",46,"Academic Program","Open Position"
"1172",1172,"Storemont Vail Medical Center","1500 SW 10th Ave Topeka KS 66604","1500 SW 10th Ave","Topeka","KS","66604","II",27,"Private Practice",NA
"1173",1173,"Stroger Hospital of Cook County","1969 Ogden Ave Chicago IL 60612","1969 Ogden Ave","Chicago","IL","60612","III",52,"Academic Program","Manhal Khilfeh, MD"
"1174",1174,"Sturdy Memorial Hospital","211 Park St Attleboro MA 02703","211 Park St","Attleboro","MA","02703","II",NA,"Academic Program",NA
"1175",1175,"Summa Health System – Akron Campus","141 N. Forge St Akron OH 44304","141 N. Forge St","Akron","OH","44304","III",22,"Private Practice","Jennifer Grow, MD"
"1176",1176,"Summerlin Hospital Medical Center","657 N Town Center Dr. Las Vegas NV 89144","657 N Town Center Dr.","Las Vegas","NV","89144","III",52,"Private Practice","Philip Vaughn, MD"
"1177",1177,"Summerville Medical Center","295 Midland Pkw Summerville SC 29485","295 Midland Pkw","Summerville","SC","29485","II",16,"Private Practice","Assaad Merchak, MD"
"1178",1178,"Summit Medical Center","5655 Frist Blvd Hermitage TN 37076","5655 Frist Blvd","Hermitage","TN","37076","II",10,"Private Practice","Susan Campbell, MD"
"1179",1179,"Summit Regional Medical Center","2200 E Show Low Lake Rd Show Low AZ 85901","2200 E Show Low Lake Rd","Show Low","AZ","85901","II",8,"Private Practice","Eva Condon, MD"
"1180",1180,"Sunrise Children’s Hosptial","3186 S Maryland Pkwy Las Vegas NV 89109","3186 S Maryland Pkwy","Las Vegas","NV","89109","III",72,"Private Practice","Patricia Ramsey, MD"
"1181",1181,"SUNY Downstate Medical Center","450 Clarkson Ave Brooklyn NY 11203","450 Clarkson Ave","Brooklyn","NY","11203","III",30,"Academic Program","Gloria Valencia, MD"
"1182",1182,"Sutter Medical Center Sacramento","2825 Capitol Ave Sacramento CA 95816","2825 Capitol Ave","Sacramento","CA","95816","IV",61,"Network Medical Group","Gustavo Sosa, MD"
"1183",1183,"Sutter Roseville Medical Center","1 Medical Plaza Dr Roseville CA 95661","1 Medical Plaza Dr","Roseville","CA","95661","III",16,"Network Medical Group","Andrew Wertz, MD"
"1184",1184,"Sutter Santa Rosa Regional Hospital","30 Mark West Springs Road Santa Rosa CA 95403","30 Mark West Springs Road","Santa Rosa","CA","95403","III",16,"Network Medical Group","Scott Witt, MD"
"1185",1185,"Swedish American Hospital","1401 E State St Rockford IL 61104","1401 E State St","Rockford","IL","61104","III",10,"Employed Group",NA
"1186",1186,"Swedish Covenant Hospital","5140 N California Ave Chicago IL 60625","5140 N California Ave","Chicago","IL","60625","II",NA,NA,NA
"1187",1187,"Swedish Edmonds Campus","21601 76th Ave. W Edmonds WA 98026","21601 76th Ave. W","Edmonds","WA","98026","II",NA,"Private Practice",NA
"1188",1188,"Swedish First Hill Campus","747 Broadway Seattle WA 98122","747 Broadway","Seattle","WA","98122","IV",75,"Private Practice","Terrence Sweeney, MD"
"1189",1189,"Swedish Issaquah Campus","751 NE Blakely Dr Issaquah WA 98029","751 NE Blakely Dr","Issaquah","WA","98029","II",NA,"Academic Program","Meenakshi Dutta, MD"
"1190",1190,"Swedish Medical Center","501 East Hampden Ave Englewood CO 80113","501 East Hampden Ave","Englewood","CO","80113","III",21,"Private Practice","Esther Kroh, MD"
"1191",1191,"Sweetwater Memorial- Rock Springs","1200 College Drive Rock Springs WY 82901","1200 College Drive","Rock Springs","WY","82901","II",5,NA,NA
"1192",1192,"Tallahassee Memorial Hospital","1300 Miccosukee Road Tallahassee FL 32308","1300 Miccosukee Road","Tallahassee","FL","32308","III",32,"Private Practice","Steven Morse, MD"
"1193",1193,"Tampa General Hospital","1 Tampa General Cir Tampa FL 33606","1 Tampa General Cir","Tampa","FL","33606","IV",82,"Academic Program","Benjamin Torres, MD"
"1194",1194,"Tanner Medical Center – Carrollton","705 Dixie St Carrollton GA 30117","705 Dixie St","Carrollton","GA","30117","III",10,"Private Practice",NA
"1195",1195,"Temple University Hospital","3401 N Broad St, Philadelphia PA 19140","3401 N Broad St,","Philadelphia","PA","19140","III",26,"Academic Program","Heidi Taylor, DO"
