,hosp_num,hosp_name,full_address,addr,city_state_zip,nicu_beds,num_neonats,neonat_names,referral
741,741,HAHNEMANN UNIVERSITY HOSPITAL,"15th Vine Sts., MS 492 Philadelphia, PA 19102","15th Vine Sts., MS 492","Philadelphia, PA 19102",Level IIIB; NICU Beds: 25,Neonatologists:,NA,"Refer to Neonatologists Group of St. Christopher's Hospital for Children, Philadelphia, PA"
742,742,HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA,"3400 Spruce St. Philadelphla, PA 19104",3400 Spruce St.,"Philadelphla, PA 19104",Level IIIB; NICU Beds: 31,Neonatologists:,NA,Refer to Neonatologists Group of Children's Hospital of Philadelphia
743,743,PENNSYLVANIA HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA HEALTH SYSTEM,"800 Spruce St., Catheart Bldg., 2nd Flr. Philadelphia, PA 19107-9956","800 Spruce St., Catheart Bldg., 2nd Flr.","Philadelphia, PA 19107-9956",Level IIIB; NICU Beds: 45,Neonatologists: 9,Neonatologists names: Soraya Abbasi; Noah Cook; Sam Garber; Jeffrey Gerdes; Lenny Golub; Arlene Haynes-Laing; Eric Mallow; Kelly Wade; June Wallison,NA
744,744,ST. CHRISTOPHER'S HOSPITAL FOR CHILDREN,"Erie Ave. at Front St. Philadelphia, PA 19134",Erie Ave. at Front St.,"Philadelphia, PA 19134",Level IIIC; NICU Beds: 40,Neonatologists: 13,Neonatologists names: Endla Anday; Alison Carey; Harbhajan Chawla; Maria Delivoria-Papadopoulos; Heather French; Mackenzie Frost; Jan Goplerud; Kirstie Marcello-Donnely; Jane McGowan; Oge Menkiti; Suzanne Touch; Yanick Vibert; Alan Zubrow,NA
745,745,TEMPLE UNIVERSITY HOSPITAL,"3401 N. Broad St. Philadelphia, PA 19140",3401 N. Broad St.,"Philadelphia, PA 19140",Level IIIB; NICU Beds: 26,Neonatologists: 6,Neonatologists names: Juan Ballesteros; Heather French; Helena Friss; Manjula Mudduluru; Brandon Poterjoy; Nancy Robinson,NA
746,746,THOMAS JEFFERSON UNIVERSITY HOSPITAL,"1025 Walnut St., Rm. 709 Philadelphia, PA 19107","1025 Walnut St., Rm. 709","Philadelphia, PA 19107",Level IIIC; NICU Beds: 40,Neonatologists: 10,Neonatologists names: Zubair Aghai; Susan Adeniyi-Jones; Hemant Desai; Eric Gibson; Jay Greenspan; Janet Larson; Ursula Nawab; Stephen Pearlman; Kolawole Solarin; Jody Zisk,NA
747,747,CHILDREN'S HOSPITAL OF PITTSBURGH,"3705 Fifth Ave. Pittsburgh, PA 15213-2583",3705 Fifth Ave.,"Pittsburgh, PA 15213-2583",Level IIIC; NICU Beds: 20,Neonatologists:,NA,Refer to Neonatologists Group of Magee-Women's Hospital
748,748,UNIVERSITY OF PITTSBURGH SCHOOL OF MEDICINE MAGEE-WOMENS HOSPITAL,"300 Halket St. Pittsburgh, PA 15213-3180",300 Halket St.,"Pittsburgh, PA 15213-3180",Level IIIC; NICU Beds: 70,Neonatologists: 17,Neonatologists names: Abeer Azzuga; Mike Balsan; Charles Bender; Sangeeta Bhatia; Beverly Brozanski; Barbara Cohlan; Sean Frederick; Misty Good; Jennifer Kloesz; Burhan Mahmood; Williams McCarran; Melissa Riley; Richard Telsco; Amy Urban; Kalyani Vats; Jon Watchko; Toby Yanowitz,NA
749,749,UPMC MERCY HOSPITAL,"1400 Locust St. Pittsburgh, PA 15219",1400 Locust St.,"Pittsburgh, PA 15219",Level IIIB; NICU Beds: 12,Neonatologists: 3,Neonatologists names: Abeer Azzuga; Jacob Greenberg; Donna Salsburey,NA
750,750,WESTERN PENNSYLVANIA HOSPITAL,"4800 Friendship Ave. Pittsburgh, PA 15224",4800 Friendship Ave.,"Pittsburgh, PA 15224",Level IIIB; NICU Beds: 40,Neonatologists: 9,Neonatologists names: Robert Cicco; Sharon Galli; Robert Guthrie; Jessica Henry; Nilima Karamchandani; Gretchen Krimmel; Giovanni Laneri; Alan Lantzy; Ruby Varughese,NA
751,751,READING HOSPITAL AND MEDICAL CENTER,"2603 Keiser Blvd. Reading, PA 19610",2603 Keiser Blvd.,"Reading, PA 19610",Level IIIB; NICU Beds: 22,Neonatologists: 7,Neonatologists names: Gerard Brown; Joie Fisher; Jessica Kalia; David Sorrentino; Meriam Yu,NA
752,752,MOSES TAYLOR HOSPITAL,"700 Quincy Ave. Scranton, PA 18510",700 Quincy Ave.,"Scranton, PA 18510",Level IIIB; NICU Beds: 16,Neonatologists: 3,Neonatologists names: Luis De La Fuente; Elizabeth Escalante; Barry Yoss,NA
753,753,CROZER-CHESTER MEDICAL CENTER,"One Medical Center Blvd. Upland, PA 19013",One Medical Center Blvd.,"Upland, PA 19013",Level IIIB; NICU Beds: 20,Neonatologists: 6,Neonatologists names: Cynthia Dembofsky; Kelly Ecker; Stephen Higgins; Sonia Hulman; Andrew Meyer; Nghia Tran,NA
754,754,THE CHESTER COUNTY HOSPITAL,"701 E. Marshall St. West Chester, PA 19380",701 E. Marshall St.,"West Chester, PA 19380",Level IIIB; NICU Beds: 14,Neonatologists: 4,Neonatologists names: Carol Anderson; Laura Lasley; Mark Ogino; Pamela Russell,NA
755,755,LANKENAU HOSPITAL,"100 Lancaster Ave. Wynnewood, PA 19096",100 Lancaster Ave.,"Wynnewood, PA 19096",Level IIIB; NICU Beds: 21,Neonatologists: 8,Neonatologists names: Gordon Chang; Jack Guida; Mary Jacquette; Glenn Kaplan; Angela McGovern; Imran Qayyum; Richard Ritter; Robert Stavis,NA
756,756,YORK HOSPITAL,"1001 S. George St. York, PA 17403",1001 S. George St.,"York, PA 17403",Level IIIB; NICU Beds: 27,Neonatologists: 6,Neonatologists names: Pradeep Alur; Frank Ferrentino; Michael Goodstein; Jonathan Liss; John Rouhani; Steven Shapiro,NA
757,757,SAN JUAN BAUTISTA MEDICAL CENTER,"Carr. 172 Salida Caguas A Cidra Caguas, PR 00726-4964",Carr. 172 Salida Caguas A Cidra,"Caguas, PR 00726-4964",Level IIIA; NICU Beds: 8,Neonatologists: 1,Neonatologists names: Edgar Diaz,NA
758,758,HOSPITAL SAN CRISTOBAL,"506 Carr Road Cote Laurel, PR 00780",506 Carr Road,"Cote Laurel, PR 00780",Level IIB; NICU Beds: 12,Neonatologists: 2,Neonatologists names: Jose Rodriguez; Joaquin Oronot,NA
759,759,HOSPITAL SAN ANTONIO,"Calle Post 18 Norte Mayaguez, PR 00680",Calle Post 18 Norte,"Mayaguez, PR 00680",Level IIIA; NICU Beds: 13,Neonatologists: 2,Neonatologists names: Sylvia Arce; Carlos Ramos,NA
760,760,HOSPITAL DAMAS,"Ponce By Pass Ponce, PR 00731",Ponce By Pass,"Ponce, PR 00731",Level IIIB; NICU Beds: 13,Neonatologists: 6,Neonatologists names: Carmen Collazo; Edgar Diaz; Rebeca Mendez; Eduardo Ochoa; Jose Rodriguez; Joaquin Ruiz,NA
761,761,AUXILIO MUTUO HOSPITAL,"Ponce De Leon Avenue San Juan, PR 00918",Ponce De Leon Avenue,"San Juan, PR 00918",Level IIIB; NICU Beds: 34,Neonatologists: 3,Neonatologists names: Edwin Barreto; Rebeca Mendez; Awilda Rivera,NA
762,762,SAN JUAN CITY HOSPITAL,"Puerto Rico Medical Center San Juan San Juan, PR 00928",Puerto Rico Medical Center San Juan,"San Juan, PR 00928",Level IIIA; NICU Beds: 8,Neonatologists:,NA,"Refer to Neonatologists Group of University Pediatric Hospital, San Juan, PR"
763,763,UNIVERSITY HOSPITAL OF PEDIATRICS,"Paseo Dr. Jose Celso Barbosa San Juan, PR 00921",Paseo Dr. Jose Celso Barbosa,"San Juan, PR 00921",Level IIIC; NICU Beds: 50,Neonatologists: 5,Neonatologists names: Ines Garcia; Lourdes Garcia; Gloria Reyes; Juan Rivera; Marta Valcarcel,NA
764,764,WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND,"101 Dudley St. Providence, RI 02905-2499",101 Dudley St.,"Providence, RI 02905-2499",Level IIIC; NICU Beds: 80,Neonatologists: 16,Neonatologists names: Jesse Bender; Joseph Bliss; William Cashore; Mara Coyle; Juan Sanchez-Esteban; Nicholas Guerina; Martin Keszler; Abbot Laptook; Beatrice Lechner; Yun Lee; Joseph McNamara; William Oh; James Padbury; Jessica SLusarski; Barbara Stonestreet; Betty Vohr,NA
765,765,KENT COUNTY MEMORIAL HOSPITAL,"455 Toll Gate Rd. Warwick, RI 02886",455 Toll Gate Rd.,"Warwick, RI 02886",Level IIB; NICU Beds: 12,Neonatologists: 3,Neonatologists names: William Cashore; Nicholas Guerina; Juan Sanchez-Esteban,NA
766,766,MEDICAL UNIVERSITY OF SOUTH CAROLINA,"165 Ashley Ave. Charleston, SC 29425",165 Ashley Ave.,"Charleston, SC 29425",Level IIIC; NICU Beds: 38,Neonatologists: 13,Neonatologists names: David Annibale; John Cahill; Dorthea Jenkins; Lakshmi Katikaneni; Fran Koch; Kim Lee; Rebecca McPherson; Celeste Patrick; Dilip Purohit; Rita Ryan; Michael Southgate; Sarah Taylor; Carol Wagner,NA
767,767,BAPTIST MEDICAL CENTER-COLUMBIA,"Taylor at Marion St. Columbia, SC 29201",Taylor at Marion St.,"Columbia, SC 29201",Level IIIB; NICU Beds: 26,Neonatologists: 5,Neonatologists names: John Bendeck; Eric Coates; Mary Edelson; Sharon Ellis; Bhavana Yajnik,NA
768,768,CHILDREN'S HOSPITAL OF PALMETTO RICHLAND MEMORIAL,"5 Medical Park Columbia, SC 29203",5 Medical Park,"Columbia, SC 29203",Level IIIC; NICU Beds: 69,Neonatologists: 7,Neonatologists names: Uma Amarnath; Yvette Gamble; Victor Iskersky; Ritu Lall; Thomas Marsh; Raviprasad Rao; Stephen Watson,NA
769,769,CAROLINAS HOSPITAL SYSTEM,"805 Pamplico Highway Florence, SC 29505",805 Pamplico Highway,"Florence, SC 29505",Level IIA; NICU Beds: 10,Neonatologists: 1,Neonatologists names: Joseph Harlan,NA
770,770,MC LEOD REGIONAL MEDICAL CENTER,"555 E. Cheves St. Florence, SC 29503",555 E. Cheves St.,"Florence, SC 29503",Level IIIB; NICU Beds: 30,Neonatologists: 4,Neonatologists names: Steve Bridges; Thomas Cox Jr.; Joseph Harlan Jr.; Patrisa Lowery,NA
771,771,GREENVILLE MEMORIAL HOSPITAL,"701 Grove Rd. Greenville, SC 29605",701 Grove Rd.,"Greenville, SC 29605",Level IIIB; NICU Beds: 80,Neonatologists: 8,Neonatologists names: Reese Clark; Benton Cofer; Catrinel Marinsescu; Robert Newell; Bryan Ohning; Jeffrey Ruggieri; Whit Walker; David Wells,NA
772,772,ST. FRANCIS PASTSIDE,"125 Commonwealth Ave. Greenville, SC 29615",125 Commonwealth Ave.,"Greenville, SC 29615",Level IIB; NICU Beds: 10,Neonatologists: 1,Neonatologists names: John Mc Kay,NA
773,773,SELF REGIONAL HEALTHCARE,"1326 Spring St. Greenwood, SC 29646",1326 Spring St.,"Greenwood, SC 29646",Level IIIA; NICU Beds: 18,Neonatologists: 2,Neonatologists names: John Chacko; Terry Marshall,NA
774,774,PIEDMONT HEALTHCARE SYSTEM,"222 S. Herlong Ave. Rock Hill, SC 297392",222 S. Herlong Ave.,"Rock Hill, SC 297392",Level IIB; NICU Beds: 12,Neonatologists: 2,Neonatologists names: Sonia Mercado; Jim Throp,NA
775,775,MARY BLACK MEMORIAL HOSPITAL,"1700 Skylyn Dr. Spartanburg, SC 29307",1700 Skylyn Dr.,"Spartanburg, SC 29307",Level IIB; NICU Beds: 10,Neonatologists: 2,Neonatologists names: Thomas Allred; Sami Elhassani,NA
776,776,SPARTANBURG REGIONAL MEDICAL CENTER,"101 E. Wood St. Spartanburg, SC 29303",101 E. Wood St.,"Spartanburg, SC 29303",Level IIIB; NICU Beds: 35,Neonatologists: 4,Neonatologists names: Cameron Cole; Erik Brandsma; Imelda Uy; Brian Wood,NA
777,777,LEXINGTON MEDICAL CENTER,"2720 Sunset Blvd. West Columbia, SC 29169-4816",2720 Sunset Blvd.,"West Columbia, SC 29169-4816",Level IIA; NICU Beds: 20,Neonatologists: 1,Neonatologists names: Sharada Pai,NA
778,778,RAPID CITY REGIONAL HOSPITAL,"353 Fairmont Blvd. Rapid City, SD 57701",353 Fairmont Blvd.,"Rapid City, SD 57701",Level IIIB; NICU Beds: 28,Neonatologists: 2,Neonatologists names: Steven Benn; Stephen Kovarik,NA
779,779,AVERA MCKENNAN HOSPITAL,"800 E. 21st St, P.O. Box 5045 Sioux Falls, SD 57117-5045","800 E. 21st St, P.O. Box 5045","Sioux Falls, SD 57117-5045",Level IIIB; NICU Beds: 27,Neonatologists: 5,Neonatologists names: Jose Marius Dosado; Kandi Mc Menamy; Samuel Rogers; Fernando Soares; Craig Traugott,NA
780,780,SANFORD CHILDRENS HOSPITAL,"1305 W. 18th St. Sioux Falls, SD 57105",1305 W. 18th St.,"Sioux Falls, SD 57105",Level IIIB; NICU Beds: 58,Neonatologists: 7,Neonatologists names: Michelle Baack; Akram Khan; Steven Messier; David Munson; Suzi Reuter; Dennis Stevens; Lawrence Wellman,NA
781,781,ST. FRANCIS HOSPITAL - BARTLETT HOSPITAL,"2986 Kate Bond Rd. Bartlett, TN 38133",2986 Kate Bond Rd.,"Bartlett, TN 38133",Level IIIA; NICU Beds: 9,Neonatologists: 2,Neonatologists names: David Barrus; Issac John,NA
782,782,ERLANGER WOMEN'S EAST HOSPITAL,"1751 Gunbarrel Rd. Chattanooga, TN 37421",1751 Gunbarrel Rd.,"Chattanooga, TN 37421",Level IIIA; NICU Beds: 8,Neonatologists:,NA,"Refer to Neonatologists Group of T.C. Thompson Children<U+2019>s Hospital, Chattanooga, TN"
783,783,PARKRIDGE EAST HOSPITAL,"941 Spring Creek Rd, Chattanooga, TN 37421","941 Spring Creek Rd,","Chattanooga, TN 37421",Level IIIB; NICU Beds: 22,Neonatologists:,NA,"Refer to Neonatologists Group of T.C. Thompson Children's Hospital, Chattanooga, TN"
784,784,T.C. THOMPSON CHILDREN'S HOSPITAL,"910 Blackford St. Chattanooga, TN 37403",910 Blackford St.,"Chattanooga, TN 37403",Level IIIB; NICU Beds: 60,Neonatologists: 7,Neonatologists names: Gary Bell; William Blake; William Catterton; Lizbeth Kennedy; Amy Kirk; Lisa Lowery-Smith; Victor Thomas,NA
785,785,GATEWAY MEDICAL CENTER,"651 Dunlop Ln. Clarksville, TN 37040",651 Dunlop Ln.,"Clarksville, TN 37040",Level IIIA; NICU Beds: 12,Neonatologists: 2,Neonatologists names: Thomas Huang; Bradley Stancombe,NA
786,786,MAURY REGIONAL MEDICAL CENTER,"1224 Trotwood Ave. Columbia, TN 38401",1224 Trotwood Ave.,"Columbia, TN 38401",Level IIB; NICU Beds: 8,Neonatologists:,NA,"Refer to Necnatotogists Group of Monroe Carell, Jr., Children<U+2019>s Hospital, Vanderbilt, TN"
787,787,WILLIAMSON MEDICAL CENTER,"4321 Carothers Pkwy. Franklin, TN 37067",4321 Carothers Pkwy.,"Franklin, TN 37067",Level IIB; NICU Beds: 5,Neonatologists:,NA,"Refer to Neonatology Group of Centennial Medical Center, Nashville, TN"
788,788,METHODIST LE BONHEUR - GERMANTOWN,"7691 Poplar Ave. Germantown, TN 38138",7691 Poplar Ave.,"Germantown, TN 38138",Level IIIB; NICU Beds: 16,Neonatologists: 2,Neonatologists names: Bruce Jenkins; Diane Woodall,NA
789,789,SUMMIT MEDICAL,"5655 Frist Blvd. Hermitage, TN 37076",5655 Frist Blvd.,"Hermitage, TN 37076",Level IIIA; NICU Beds: 10,Neonatologists:,NA,"Refer to Neonatologists Group of Centennial Medical Center of Nashville, TN"
790,790,JACKSON-MADISON COUNTY GENERAL HOSPITAL,"620 Skyline Jackson, TN 38301",620 Skyline,"Jackson, TN 38301",Level IIIB; NICU Beds: 28,Neonatologists: 3,Neonatologists names: Estuardo Figueroa; Josephina Go; Scott Guthrie,"Refer to Neonatologists Group of Monroe Carell, Jr., Children's Hospital, Vanderbilt, TN"
791,791,JOHNSON CITY MEDICAL CENTER HOSPITAL,"400 N. State of Franklin Rd. Johnson City, TN 37604",400 N. State of Franklin Rd.,"Johnson City, TN 37604",Level IIIB; NICU Beds: 34,Neonatologists: 4,Neonatologists names: Des Bharti; Bedford Bonta; William De Voe; Darshan Shah,NA
792,792,INDIAN PATH MEDICAL CENTER,"2000 Brookside Dr. Kingsport, TN 37660",2000 Brookside Dr.,"Kingsport, TN 37660",Level IIA; NICU Beds: 8,Neonatologists:,NA,"Refer to Neonatologlsts Group of Johnson City, TN"
793,793,WELLMONT HOLSTON VALLEY MEDICAL CENTER,"130 W Ravine Rd. Kingsport, TN 37660",130 W Ravine Rd.,"Kingsport, TN 37660",Level IIIB; NICU Beds: 16,Neonatologists: 3,Neonatologists names: Sharon Lail; Christopher Martin; Pius James Powers,NA
794,794,EAST TENNESSEE CHILDREN<U+2019>S HOSPITAL,"2018 Clinch Ave. Knoxville, TN 37916",2018 Clinch Ave.,"Knoxville, TN 37916",Level IIIB; NICU Beds; 44,Neonatologists: 7,Neonatologists names: Ellen Andrews; John Buchheit; John Howick; Louden Nalle; Shephen Prinz; Hanumaiah Suvarna; William Wooldridge,NA
795,795,ST. MARY'S MEDICAL CENTER,"900 E. Oakhill Ave. Knoxville, TN 37917",900 E. Oakhill Ave.,"Knoxville, TN 37917",Level IIB; NICU Beds: 15,Neonatologists:,NA,"Refer to Neonatologists Group of University of Tennessee Medical Center, Knoxville, TN"
796,796,"UNIVERSITY OF TENNESSEE MEDICAL CENTER, KNOXVILLE","1924 Alcoa Hwy. Knoxville, TN 37920",1924 Alcoa Hwy.,"Knoxville, TN 37920",Level IIIB; NICU Beds: 55,Neonatologists: 9,Neonatologists names: Mark Anderson; Kirk Bass; Tara Burnette; Mark Gaylord; Keri Lattimore; Vichien Lorch; Thomas Meadows; Sandor Nagy; James Schmid,NA
797,797,BAPTIST MEMORIAL HOSPITAL FOR WOMEN,"6225 Humphreys Blvd. Memphis, TN 38120",6225 Humphreys Blvd.,"Memphis, TN 38120",Level IIIB; NICU Beds: 40,Neonatologists: 6,Neonatologists names: Esmond Arrindel; Mary Bolfine; James Hamlett III; Jane Hayden; Padmaja Koneru; Craig Sander,NA
798,798,LE BONHEUR CHILDREN'S MEDICAL CENTER,"50 North Dunlap Memphis, TN 38103",50 North Dunlap,"Memphis, TN 38103",Level IIIC; NICU Beds: 38,Neonatologists:,NA,"Refer to Neonatologists Group of The Regional Medical Center at Memphis, Memphis, TN"
799,799,METHODIST SOUTH HOSPITAL,"1300 Wesley Dr. Memphis, TN 38116",1300 Wesley Dr.,"Memphis, TN 38116",Level IIIA; NICU Beds: 10,Neonatologists: 3,Neonatologists names: Bruce Jenkins; Nicole Mitchell; Diane Woodall,NA
800,800,"ST. FRANCIS HOSPITAL, MEMPHIS","5959 Park Ave. Memphis, TN 38119",5959 Park Ave.,"Memphis, TN 38119",Level IIIA; NICU Beds: 10,Neonatologists: 2,Neonatologists names: David Barrus; Isaac John,NA
801,801,"ST. FRANCIS HOSPITAL, BARTLETT","2986 Kate Bond Rd. Memphis, TN 38119",2986 Kate Bond Rd.,"Memphis, TN 38119",Level IIIA; NICU Beds: 10,Neonatologists: 2,Neonatologists names: David Barrus; Isaac John,NA
802,802,THE REGIONAL MEDICAL CENTER AT MEMPHIS,"853 Jefferson Ave., Am, 201 Memphis, TN 38163","853 Jefferson Ave., Am, 201","Memphis, TN 38163",Level IIIB; NICU Beds: 60,Neonatologists: 8,Neonatologists names: Ramasubbareddy Dhanireddy; Mohamad Elabiad; John Ferguson; Ramesh Krishnan; Ravi Kudumula; Massroor Pourcyrous; Marilyn Robinson; Ajay Talati,NA
803,803,MIDDLE TENNESSEE MEDICAL CENTER,"1700 Medical Center Pkwy. Murfreesboro, TN 37130",1700 Medical Center Pkwy.,"Murfreesboro, TN 37130",Level IIIB; NICU Beds: 21,Neonatologists:,NA,"Refer to Neonatologists Group of Centennial Medical Center, Nashville, TN"
804,804,BAPTIST HOSPITAL,"2000 Church St. Nashville, TN 37236",2000 Church St.,"Nashville, TN 37236",Level IIIB; NICU Beds: 52,Neonatologists: 6,Neonatologists names: Brian Costner; Kendall Graham; Mary Haynes; Elizabeth Krueger; Marta Papp; Jorge Rojas,NA
805,805,CENTENNIAL MEDICAL CENTER,"2300 Patterson St. Nashville, TN 37203",2300 Patterson St.,"Nashville, TN 37203",Level IIIB; NICU Beds: 60,Neonatologists: 10,Neonatologists names: Susan Campbell; Ashraf Hamdan; Sarah Hassell; Muhammad Ismail; Hadeer Karmo; Laura McKee; Eric Palmer; Delinda Pearson; Jenny Ravenscroft; Donna Walker,NA
806,806,METROPOLITAN NASHVILLE GENERAL HOSPITAL,"1818 Albion St. Nashville, TN 37208",1818 Albion St.,"Nashville, TN 37208",Level IIIB; NICU Beds: 10,Neonatologists: 1,Neonatologists names: Sami Ismil,NA
807,807,"MONROE CARELL, JR, CHILDREN'S HOSPITAL AT VANDERBILT","2200 Children's Way Nashville, TN 37232-9455",2200 Children's Way,"Nashville, TN 37232-9455",Level IIIC; NICU Beds: 83,Neonatologists: 26,Neonatologists names: Judy Aschner; Brian Carter; Robert Cotton; Victoria Devito; Barbara Englehardt; Candice Fike; Maria Gilliam-Krakauer; Peter Grubb; Elizabeth Harrelson; Sandra Hoesli; Thomas Huang; Nathalie Maitre; Melinda Markham; Steven McElroy; Erin Plosa; Lawrence Prince; Jeffrey Reese; Mario Rojas; Margaret Rush; Jayant Shenai; Mildred Stahlman; Bradley Stancombe; Ann Stark; Stephanie Walker; William Walsh; Hendrik Weitkamp,NA
808,808,ABILENE REGIONAL MEDICAL CENTER,"6250 Hwy. 83-84 at Antilley Ad. Abilene, TX 78606",6250 Hwy. 83-84 at Antilley Ad.,"Abilene, TX 78606",Level IIIB; NICU Beds: 16,Neonatologists: 1,Neonatologists names: Snehal Doshi,NA
809,809,PRESBYTERIAN HOSPITAL OF ALLEN,"1105 Central Expressway North Allen, TX 75013",1105 Central Expressway North,"Allen, TX 75013",Level IIB; NICU Beds: 7,Neonatologists:,NA,"Refer to Neonatologists Group of Medical City of Dallas Hospital Dallas, TX"
810,810,BAPTIST ST. ANTHONY'S HEALTH SYSTEM,"4600 Wallace Blvd. Amarillo, TX 79106",4600 Wallace Blvd.,"Amarillo, TX 79106",Level IIIB; NICU Beds: 20,Neonatologists: 2,Neonatologists names: Agha Haider; Deborah Pickens,NA
811,811,NORTHWEST TEXAS HOSPITAL,"1501 Coulter Rd. Amarillo, TX 79106",1501 Coulter Rd.,"Amarillo, TX 79106",Level IIIB; NICU Beds: 32,Neonatologists: 4,Neonatologists names: Evanthia Biskinis; Joyce Chuachingco; Mubariz Naqvi; Muhammed Subhani,NA
812,812,MEDICAL CENTER OF ARLINGTON,"3301 Matlock Rd. Arlington, TX 76015",3301 Matlock Rd.,"Arlington, TX 76015",Level IIIB; NICU Beds: 22,Neonatologists:,NA,"Refer to Nsonatologists Group of Medical Center of Lewisville, TX"
813,813,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,"800 W. Randol Mill Rd. Arlington, TX 76012",800 W. Randol Mill Rd.,"Arlington, TX 76012",Level IIIB; NICU Beds: 32,Neonatologists: 3,Neonatologists names: Eva Carrizales; Balkundi Dhruv; Scott Tisdell,NA
814,814,DELL CHILDREN'S MEDICAL CENTER OF CENTRAL TEXAS,"4900 Mueller Blvd. Austin, TX 78723",4900 Mueller Blvd.,"Austin, TX 78723",Level IIIC; NICU Beds: 30,Neonatologists: 18,Neonatologists names: Sikander Adeni; Michael Christ; Jame Courtney; James Creswell; Kristy Herman; Patrick Hodges; William Hyde; Mitchell Imm; Donald Kelley; Susan Landers; John Loyd; Molly Pont; Vishwanath Prabhu; John Scharnberg; Serena Scott; Katherine Simon; David Wermer; Taimur Zeb,NA
815,815,SETON MEDICAL CENTER,"1201 W. 38th St. Austin, TX 78705",1201 W. 38th St.,"Austin, TX 78705",Level IIIB; NICU Beds: 46,Neonatologists:,NA,"Refer to Neonatologists Group of Dell Children's Medical Center of Central Texas, Austin, TX"
816,816,SETON NORTHWEST HOSPITAL,"11113 Research Blvd. Austin, TX 78759",11113 Research Blvd.,"Austin, TX 78759",Level IIB; NICU Beds: 12,Neonatologists:,NA,"Refer to Neonatologists Group of Dell Children's Medical Center of Central Texas, Austin, TX"
817,817,ST. DAVID'S HOSPITAL,"919 East 32nd St. Austin, TX 78705",919 East 32nd St.,"Austin, TX 78705",Level IIIB; NICU Beds: 65,Neonatologists: 14,Neonatologists names: David Breed; Frank Cho; Steve Dekowski; Jennifer Desireddi; Steve Diven; Kerri Kansas; Cynthia Lynn; Jon Mazursky; Annette McCormick; Audelio Rivera Jr.; Eric Su; Peter Untalan; Eva Wheatley; Yvonne Wong,NA
818,818,ST. DAVID'S NORTH AUSTIN MEDICAL CENTER,"12221 N. Mopac Expressway Austin, TX 78758",12221 N. Mopac Expressway,"Austin, TX 78758",Level IIIB; NICU Beds: 57,Neonatologists:,NA,"Refer to Neonatelogists Group of St. David's Hospital, Austin TX"
819,819,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,"601 E. 15th St. Austin, TX 78701-1996",601 E. 15th St.,"Austin, TX 78701-1996",Level IIIB; NICU Beds: 24,Neonatologists:,NA,"Refer to Necnatologists Group of Dell Children's Medical Center of Central Texas, Austin, TX"
820,820,MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,"3080 College St. Beaumont, TX 77701",3080 College St.,"Beaumont, TX 77701",Level IIIA; NICU Beds: 6,Neonatologists: 1,Neonatologists names: Arden Quintin,NA
821,821,ST. ELIZABETH HOSPITAL,"2830 Calder Ave. Beaumont, TX 77702",2830 Calder Ave.,"Beaumont, TX 77702",Level IIIA; NICU Beds: 24,Neonatologists: 3,Neonatologists names: Aiyanadar Bharathi; Singh; Lauree Thompson,NA
822,822,HARRIS METHODIST-HEB,"1600 Hospital Parkway Bedford, TX 76022-6913",1600 Hospital Parkway,"Bedford, TX 76022-6913",Level IIIA; NICU Beds: 16,Neonatologists:,NA,"Refer to Neonatologists Group of Cook-Fort Worth Children's Medical Center, Fort Worth, TX"
823,823,VALLEY BAPTIST MEDICAL CENTER - BROWNSVILLE,"1040 W. Jefferson St. Brownsville, TX 78520",1040 W. Jefferson St.,"Brownsville, TX 78520",Level IIIB; NICU Beds: 34,Neonatologists: 4,Neonatologists names: Jose De Luna; Manuel Mendoza; Gerardo Sanchez-Montemayor; Pedro Vasquez,NA
824,824,VALLEY REGIONAL MEDICAL CENTER,"100 A E. Alton Gloor Brownsville, TX 78526",100 A E. Alton Gloor,"Brownsville, TX 78526",Level IIIB; NICU Beds: 18,Neonatologists:,NA,"Refer to Neonatologists Group of Valley Baptist Medical Center - Brownsville, Brownsville, TX"
825,825,ST. JOSEPH REGIONAL HEALTH CENTER,"2801 Franciscan Dr. Bryan, TX 77802",2801 Franciscan Dr.,"Bryan, TX 77802",Level IIIB; NICU Beds: 14,Neonatologists: 3,Neonatologists names: Lisa Adcock; Nakta Raju; Jorge Romeu,NA
826,826,"BAYLOR MEDICAL CENTER, CARROLLTON","4343 N. Josey Lane Carrollton, TX 75010",4343 N. Josey Lane,"Carrollton, TX 75010",Level IIIA; NICU Beds: 8,Neonatologists:,NA,"Refer to Neonatologists Group of Texas Health Presbyterian Hospital, Dallas TX"
827,827,COLLEGE STATION MEDICAL CENTER,"1604 Rock Prairie Rd, College Station, TX 77845","1604 Rock Prairie Rd,","College Station, TX 77845",Level IIIB; NICU Beds: 8,Neonatologists: 3,Neonatologists names: Lisa Adcock; Craig Steiner; David Wermer,"Refer also to Neonatologists Group of Seton Medical Center, Austin TX."
