"","hosp_num","hosp_name","full_address","addr","city","state","zip","nicu_beds","num_neonats","neonat_names","referral"
"631",631,"BAPTIST MEDICAL CENTER OF OKLAHOMA","3300 N.W. Expressway Oklahoma City  OK  73112","3300 N.W. Expressway","Oklahoma City"," OK ","73112","NICU Beds:22","Neonatologists: 3 ","Neonatologists names: Edward Co; James Pickens; Jose Pineda",NA
"632",632,"CHILDREN'S HOSPITAL OF OKLAHOMA ","940 N.E. 13th St. Rm. 28307 Oklahoma Cily  OK  73104","940 N.E. 13th St. Rm. 28307","Oklahoma Cily"," OK ","73104","NICU Beds:39","Neonatologists:7","Neonatologists names: Mary McCaffree;  Marilyn Nehls; Krishnamurthy Sekar; Roger Sheldon; Paul Toubas; Pankaja Venkataraman; Ann Wlodaver",NA
"633",633,"DEACONESS HOSPITAL","5501 N. Portland Ave. Oklahoma Gly  OK  73112","5501 N. Portland Ave.","Oklahoma Gly"," OK ","73112","NICU Beds:6","Neonatologists:",NA,"Refer to Baptist Medical Center of Oklahoma"
"634",634,"MERCY HEALTH CENTER","4300 W. Memorial Rd. Oklahoma City  OK  73120","4300 W. Memorial Rd.","Oklahoma City"," OK ","73120","NICU Beds:22","Neonatologists: 2","Neonatologists names: Philippe Samson; Theodore Tolentino",NA
"635",635,"PRESBYTERIAN HOSPITAL","700 N.E. 73th St.  Oklahoma City  OK  73104","700 N.E. 73th St. ","Oklahoma City"," OK ","73104","NICU Beds: 15","Neonatologists:2","Neonatologists names: Sudhakara Kunamneni; Rajkumar Reddy",NA
"636",636,"ST. FRANCIS HOSPITAL ","6161 S. Yale Ave. Tulsa  OK  74136","6161 S. Yale Ave.","Tulsa"," OK ","74136","NICU Beds:30","Neonatologists: 4 ","Neonatologists names: George Giacoia; Angela Karathanos; Michael Lang; Shamim Malik",NA
"637",637,"ST. JOHN MEDICAL CENTER","1923 S. Utica Ave., Ste. 729 Tulsa  OK  74104","1923 S. Utica Ave., Ste. 729","Tulsa"," OK ","74104","NICU Beds:24","Neonatologists: 3 ","Neonatologists names: Ricardo Miranda; Ali Siddiqui; Alfred Vitanza",NA
"638",638,"TULSA REGIONAL MEDICAL CENTER","744 W. Ninth St. Tulsa  OK  74127","744 W. Ninth St.","Tulsa"," OK ","74127","NICU Beds:52","Neonatologists: 5 ","Neonatologists names: Julio Cuadra; Robert Lawson; Michael Lenhart; Franz Moncoda; Vernon Smith",NA
"639",639,"SACRED HEART GENERAL HOSPITAL","1255 Hilyard St. Eugene  OR  97401","1255 Hilyard St.","Eugene"," OR ","97401","NICU Beds:22","Neonatologists:4","Neonatologists names: Rebecca Bent; Michael Colasurdo; Igor Gladstone; Charles Hoffmeister",NA
"640",640,"ROGUE VALLEY MEDICAL CENTER","2825 E. Barnett Rd. Medford  OR  97504","2825 E. Barnett Rd.","Medford"," OR ","97504","NICU Beds:20","Neonatologists: 3","Neonatologists names: Lee Harker; Margaret Ingman; Bonnie Lees",NA
"641",641,"BESS KAISER HOSPITAL","5055 N. Greeley Ave. Portland  OR  97217","5055 N. Greeley Ave.","Portland"," OR ","97217","NICU Beds:15","Neonatologists:2","Neonatologists names: Jospeh Kaempf; Gunnar Waage",NA
"642",642,"LEGACY EMANUEL CHILDREN'S HOSPITAL","2801 N. Gantenbein Ave. Portland  OR  97227","2801 N. Gantenbein Ave.","Portland"," OR ","97227","NICU Beds:50","Neonatologists: 9","Neonatologists names: Raul Banagale; Louise Baxter; William Brown; Lawrence Chedelin; Victoria Devito; Robert Huston; Patrick Lewallen; John McDonald; Craig Novack",NA
"643",643,"OREGON HEALTH SCIENCES UNIVERSITY","3181 S.W. Sam Jackson Park Rd. Portland  OR  97201","3181 S.W. Sam Jackson Park Rd.","Portland"," OR ","97201","NICU Beds:46","Neonatologists:7","Neonatologists names: Gerda Benda; Nancy Binder; Joseph Gilhooly; De-Ann Pillers; John Reynolds; Sue Smith; Linda Wallen",NA
"644",644,"ST. VINCENT HOSPITAL AND MEDICAL CENTER","9205 S.W. Barnes Rd. Portland  OR  97225","9205 S.W. Barnes Rd.","Portland"," OR ","97225","NICU Beds:10","Neonatologists:",NA,"Refer to Legacy Emanuel Children Hospital"
"645",645,"ABINGTON MEMORIAL HOSPITAL","1200 Old York Rd. Abington  PA  19001","1200 Old York Rd.","Abington"," PA ","19001","NICU Beds:13","Neonatologists: 4","Neonatologists names: Eric Margolis; Ara Moomjian; Nilima Ragavan; Steven Snyder",NA
"646",646,"LEHIGH VALLEY HOSPITAL","17th And Chew Sts., P.O. Box Altentown  PA  18105","17th And Chew Sts., P.O. Box","Altentown"," PA ","18105","NICU Beds:20","Neonatologists: 4 ","Neonatologists names: Ian Gertner; Leonard Golub; Shantha Mathews; Marijo Zelinka",NA
"647",647,"ST. LUKE'S HOSPITAL","801 Ostrum St. Bethlehem  PA  18015","801 Ostrum St.","Bethlehem"," PA ","18015","NICU Beds:20","Neonatologists: 3","Neonatologists names: Rene Ramirez; Lloyd Tinianow; Andrew Unger",NA
"648",648,"LOWER BULKS HOSPITAL","501 Bath Rd. Bristol  PA  19007","501 Bath Rd.","Bristol"," PA ","19007","NICU Beds:4","Neonatologists: 2 ","Neonatologists names: Ravi Agarwal; Mahesh Patel",NA
"649",649,"BRYN MAWR HOSPITAL","130 S. Bryn Mawr Ave. Bryn Mawr  PA  19010","130 S. Bryn Mawr Ave.","Bryn Mawr"," PA ","19010","NICU Beds:20","Neonatologists: 5 ","Neonatologists names: Mary Jacquette; Glenn Kaplan; Richard Ritterman; Robert Stavis; Joseph Stiskal",NA
"650",650,"GEISINGER MEDICAL CENTER","100 N. Academy Ave. Danville  PA  17822","100 N. Academy Ave.","Danville"," PA ","17822","NICU Beds:38","Neonatologists:4","Neonatologists names: James Cook; Bakulesh Patel; Clair Schwiendeman; Robert Spahr",NA
"651",651,"FITZGERALD MERCY HOSPITAL","1500 S. Lansdowne Ave.  Darby  PA  19023","1500 S. Lansdowne Ave. ","Darby"," PA ","19023","NICU Beds:17","Neonatologists: 4 ","Neonatologists names: Richard Rothchild; David Schutzman; Raj Sharma; Cynthia Villasis",NA
"652",652,"DELAWARE COUNTY MEMORIAL HOSPITAL","501 N. Lansdowne Ave. Drexel Hill  PA.  19026","501 N. Lansdowne Ave.","Drexel Hill"," PA. ","19026","NICU Beds:15","Neonatologists:",NA,"Refer to Bryn Mawr Hospital, Bryn Mawr"
"653",653,"DUBOIS REGIONAL MEDICAL CENTER","529 Sunflower Dr. Dubois  PA  15801","529 Sunflower Dr.","Dubois"," PA ","15801","NICU Beds:15","Neonatologists:2","Neonatologists names: William Siar; Douglas Sprague",NA
"654",654,"MEDICAL COLLEGE HOSPITALS","Elkins Park Campus Elkins Park  PA  19117","Elkins Park Campus","Elkins Park"," PA ","19117","NICU Beds:10","Neonatologists: 2 ","Neonatologists names: Nghia Neil Tran; Jan Volin",NA
"655",655,"HAMOT MEDICAL CENTER","104 E. 2nd St. Erie  PA  16507","104 E. 2nd St.","Erie"," PA ","16507","NICU Beds:21","Neonatologists:2","Neonatologists names: Vicki Rose; Ronald Zieziula",NA
"656",656,"SAINT VINCENT HEALTH SYSTEM","232 W. 25th St. Erie  PA  16544","232 W. 25th St.","Erie"," PA ","16544","NICU Beds:18","Neonatologists: 2 ","Neonatologists names: Pinakini Shivde; Sambaivaraoq Voora",NA
"657",657,"HARRISBURG HOSPITAL","119 S. Front St. Harrisburg PA 17101 PA 17101","119 S. Front St.","Harrisburg PA 17101","PA","17101","NICU Beds:18","Neonatologists:3","Neonatologists names: Richard Blustein; Kevin Lorah; Barry Yoss",NA
"658",658,"POLYCLINIC MEDICAL CENTER OF HARRISBURG","2601 N. Third St. Harrisburg PA 17110 PA 17110","2601 N. Third St.","Harrisburg PA 17110","PA","17110","NICU Beds: 14","Negnatologists: 2","Neonatologists names: Michael Paszek; Fabio Olarte",NA
"659",659,"PENNSYLVANIA STATE UNIVERSITY CHILDREN'S HOSPITAL","Hershey Medical Center, Box 850 Hershey  PA  17033","Hershey Medical Center, Box 850","Hershey"," PA ","17033","NICU Beds:28","Neonatologists: 5 ","Neonatologists names: Keith Marks; Dennis Mujsce; Charles Palmer; Ronald Poland; Kristi Watterberg",NA
"660",660,"SAINT MARY MEDICAL CENTER","Langhorne-Newtown Rd.  Langhorne  PA  19047","Langhorne-Newtown Rd. ","Langhorne"," PA ","19047","NICU Beds:6","Neonatologists:2","Neonatologists names: Jocelyn Austria; Prem Marlapudi",NA
"661",661,"ALBERT EINSTEIN MEDICAL CENTER","5501 Old York Rd. Philadelphia  PA  19141","5501 Old York Rd.","Philadelphia"," PA ","19141","NICU Beds:27","Neonatologists: 3 ","Neonatologists names: Sonia Hulman; Hallam Hurt; Rachel Porat; Agnes Salvador",NA
"662",662,"CHILDREN'S HOSPITAL OF PHILADELPHIA","34th St. & Civic Center Blvd. Philadelphia  PA  19104","34th St. & Civic Center Blvd.","Philadelphia"," PA ","19104","NICU Beds:22","Neonatologists: 9","Neonatologists names: Roberta Ballard; Maria Delivoria-Papadopoulos; Jacquelyn Evans; William Fox; Susan Guttentag; Mary Harris; Gilberto Pereira; Richard Polin; Istvan Seri",NA
"663",663,"EPISCOPAL HOSPITAL","Front And Lehigh Philadelphia  PA  19125","Front And Lehigh","Philadelphia"," PA ","19125","NICU Beds:10","Neonatologists: 1","Neonatologists names: Albert Pizzica",NA
"664",664,"FRANKFORD HOSPITAL","Knights And Red Lion Rds. Philadelphia  PA  19114","Knights And Red Lion Rds.","Philadelphia"," PA ","19114","NICU Beds:9","Neonatologists: 3 ","Neonatologists names: Carrie Hufnal-Miller; Gita Jani; Ralph Schrager",NA
"665",665,"HAHNEMANN UNIVERSITY HOSPITAL","Broad And Vine Sts., Mail Stop #402 Philadelphia  PA  19102","Broad And Vine Sts., Mail Stop #402","Philadelphia"," PA ","19102","NICU Beds:22","Neonatologists: 2 ","Neonatologists names: Harbhajan Chawla; Rita Verma",NA
"666",666,"HOSPITAL OF THE UNIVERSITY PENNSYLVANIA","3400 Spruce St. Philadelphia  PA  19104","3400 Spruce St.","Philadelphia"," PA ","19104","NICU Beds:32","Neonatologists:",NA,"Refer to Children's Hospital of Philadelphia"
"667",667,"METHODIST HOSPITAL","2301 S. Broad St. Philadelphia  PA  19148","2301 S. Broad St.","Philadelphia"," PA ","19148","NICU Beds:8","Neonatologists: 1 ","Neonatologists names: Michael Kornhauser",NA
"668",668,"PENNSYLVANIA HOSPITAL","800 Spruce St., Cathcart Bldg., 2nd Flr. Philadelphia  PA  19107","800 Spruce St., Cathcart Bldg., 2nd Flr.","Philadelphia"," PA ","19107","NICU Beds:35","Neonatologists: 4 ","Neonatologists names: Soraya Abbasi; Vinod Bhutani; Jeffrey Gerdes; Carla Weis",NA
"669",669,"ST, CHRISTOPHERS HOSPITAL FOR CHILDREN","Erie Ave. at Front St. Philadelphia  PA  19134","Erie Ave. at Front St.","Philadelphia"," PA ","19134","NICU Beds:25","Neonatologists:",NA,"Refer to Temple University Hospital"
"670",670,"TEMPLE UNIVERSITY HOSPITAL","Broad and Ontario Sts. Philadelphia  PA  19140","Broad and Ontario Sts.","Philadelphia"," PA ","19140","NICU Beds:22","Neonatologists: 4 ","Neonatologists names: Helena Friss; Nancy Robinson; David Rubenstein; Eileen Tyrala",NA
"671",671,"THOMAS JEFFERSON UNIVERSITY HOSPITAL","1025 Walaut St., Rm. 709 Philadelphia  PA  19107","1025 Walaut St., Rm. 709","Philadelphia"," PA ","19107","NICU Beds:44","Neonatologists: 11","Neonatologists names: Susan Adeniyi-Jones; Michael Antunes; Stephen Baumgart; Hemant Desai; Shobhana Desai; Eric Gibson; Jay Greenspan; Stephen Higgins; Michael Kornhauser; Alan Spitzer; Thomas Wiswell",NA
"672",672,"ALLEGHENY GENERAL HOSPITAL","320 E. North Ave. Pittsburgh  PA  15212","320 E. North Ave.","Pittsburgh"," PA ","15212","NICU Beds:19","Neonatologists: 5 ","Neonatologists names: Carmela Carpanzano; Ronda Gretebeck; Robert Guthrie; Donald Null; Donna Salsburey",NA
"673",673,"CHILDREN'S HOSPITAL OF PITTSBURGH","3705 Fifth Ave. Pittsburgh  PA  15243","3705 Fifth Ave.","Pittsburgh"," PA ","15243","NICU Beds:20","Neonatologists:4","Neonatologists names: Marshall; Goldstein; Thor Hansen; Eric Michael; Ann Thompson",NA
"674",674,"MAGEE-WOMENS HOSPITAL","300 Halket St. Pittsburgh  PA  15243","300 Halket St.","Pittsburgh"," PA ","15243","NICU Beds:63","Neonatologists:8","Neonatologists names: Michael Balsan; Charles Bender; Beverly Brozanski; William Cvetnic; Sherin Devaskar; Uday Devaskar; Carol Gilmour; Jon Watchiko",NA
"675",675,"MERCY HOSPITAL","1400 Locust St. Piltsburgh  PA  15219","1400 Locust St.","Piltsburgh"," PA ","15219","NICU Beds:12","Neonatologists: 4 ","Neonatologists names: BJ Bradford; Jacob Greenberg; Barbara Israel; Harvey Rubin",NA
"676",676,"WESTERN PENNSYLVANIA HOSPITAL","4800 Friendship Ave. Pittsburgh  PA  15224","4800 Friendship Ave.","Pittsburgh"," PA ","15224","NICU Beds:40","Neonatologists: 6 ","Neonatologists names: Robert Cicco; Sharon Galli; Nilima Karanchandani; Giovanni Laneri; Alan Lantzy; Roger Vazquez",NA
"677",677,"READING HOSPITAL AND MEDICAL CENTER","P.O. Box 16052 Reading  PA  19612","P.O. Box 16052","Reading"," PA ","19612","NICU Beds:18","Neonatologists: 1 ","Neonatologists names: Eitan Kilchevsky",NA
"678",678,"COMMUNITY MEDICAL CENTER","1800 Mulberry St. Scranton  PA  18510","1800 Mulberry St.","Scranton"," PA ","18510","NICU Beds:20","Neonatologists: 4","Neonatologists names: Elizabeth Escalane; Vathsaka Holla; Eul Kim; Delfor Salazar",NA
"679",679,"CROZER-CHESTER MEDICAL CENTE:","One Medical Center Blvd. Upland  PA  19013","One Medical Center Blvd.","Upland"," PA ","19013","NICU Beds:20","Neonatologists: 4 ","Neonatologists names: Stephanie Chuipek; Jane Coleman; Marian Huang; Catherine Partyka ",NA
"680",680,"LANKENAU HOSPITAL","100 Lancaster Ave, W. of City Line Wynnewood  PA  19096","100 Lancaster Ave, W. of City Line","Wynnewood"," PA ","19096","NICU Beds:18","Neonatologists: 4 ","Neonatologists names: John Demaio; Cynthia Kellogg; Pamela Russell; Mary Ellen Skalina",NA
"681",681,"YORK HOSPITAL","1001 S. George St. York  PA.  17403","1001 S. George St.","York"," PA. ","17403","NICU Beds:20","Neonatologists: 4","Neonatologists names: Frank Ferrentino; Michael Goodstein; Jonathan Liss; Steven Shapiro",NA
"682",682,"UNIVERSITY HOSPITAL","Ave. Laurel, Santa Juanita Bayamon  PR  00621","Ave. Laurel, Santa Juanita","Bayamon"," PR ","00621","NICU Beds:10","Neonatologists:4","Neonatologists names: Frances Garcia; Anette Leon; Frank Rodriguez; Sylvette Soto",NA
"683",683,"HOSPITAL AUXILIO MUTUO","P.O. Box 191227 Hato Rey  PR  00919","P.O. Box 191227","Hato Rey"," PR ","00919","NICU Beds:12","Neonatologists:",NA,"Refer to Hospital Damas"
"684",684,"RYDER MEMORIAL HOSPITAL","P.O, Box 859 Humacao  PR  00792","P.O, Box 859","Humacao"," PR ","00792","NICU Beds:","Neonatologists: ",NA,NA
"685",685,"HOSPITAL DAMAS","Ponce By Pass Ponce  PR  00731","Ponce By Pass","Ponce"," PR ","00731","NICU Beds:12","Neonatologlsts: 6","Neonatologists names: Isabel Cabrera; Francisco Caeves; Edgar Diaz; Carlos Perez; Awilda Rivera; Edwin Soto-Tapia",NA
"686",686,"SAN JUAN CITY HOSPITAL","Apartado 21405 Rio Piedras  PR  00921","Apartado 21405","Rio Piedras"," PR ","00921","NICU Beds:10","Neonatologists: 6 ","Neonatologists names: Jose Capriles; Rafael Javariz; Milagros Luiggi-Calcerrada; Ingrid Marino; Eloisa Munoz-Donnes; Hilda Riveria ",NA
"687",687,"UNIVERSITY OF PUERTO RICO SCHOOL OF MEDICINE","P.O. BOX 5067 San Juan  PR  00936","P.O. BOX 5067","San Juan"," PR ","00936","NICU Beds:16","Neonatologists: 2","Neonatologists names: Gloria Reyes; Marta Valcarcel",NA
"688",688,"UNIVERSITY PEDIATRIC HOSPITAL","P.O. Box 365067  San Juan  PR  00936","P.O. Box 365067 ","San Juan"," PR ","00936","NICU Beds:39","Neonatotogists:3","Neonatologists names: Carmen Concepcion; Gloria Reyes; Marta Vilcarcel",NA
"689",689,"WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND","101 Dudley St. Providence  RI  02905","101 Dudley St.","Providence"," RI ","02905","NICU Beds:75","Neonalologists:13 ","Neonatologists names: William Cashore; Richard Cowett; Mara Coyle; Vasudeva Kamath; Yun Lee; William Oh; James Padbury; Satya Reddy; Robert Rothstein; Lewis Rubin; Patricia Spitale; Barbara Stonestreet; James Thorp",NA
"690",690,"MEDICAL UNIVERSITY OF SOUTH CAROLINA","171 Ashley Ave. Charleston  SC  29425","171 Ashley Ave.","Charleston"," SC ","29425","NICU Beds:38","Neonatologists: 10","Neonatologists names: David Annibale; Doe Eicher; Lakshmi Katikaneni; Abner Levkoff; Bryan Ohning; Celeste Patrick; William Pittard; Dilip Purohit; Michael Southgate; Carol Wagner",NA
"691",691,"BAPTIST MEDICAL CENTER COLUMBIA","Taylor At Marion St. Columbia  SC  29220","Taylor At Marion St.","Columbia"," SC ","29220","NICU Beds:20","Neonatologists:3","Neonatologists names: John Bendeck; Sharon Ellis; Bhavana Yajnik",NA
"692",692,"CHILDREN'S HOSPITAL OF RICHLAND MEMORIAL","3 Medical Park, Ste. 400 Columbia  SC  29203","3 Medical Park, Ste. 400","Columbia"," SC ","29203","NICU Beds:51","Neonatologists:7 ","Neonatologists names: Uma Amarna; Tom Austin; Thomas Marsh; John McKay; Sharada Pai; Simms Rentz; stephen Watson",NA
"693",693,"MC LEOD REGIONAL MEDICAL CENTER","P.O. Box 477 Florence  SC  29503","P.O. Box 477","Florence"," SC ","29503","NICU Beds:40","Neonatologists: 4 ","Neonatologists names: Steve Bridges; Joseph Harland; Evelyn Malnik; John Moss",NA
"694",694,"GREENVILLE HOSPITAL SYSTEM","701 Grove Rd. Greenville  SC  29605","701 Grove Rd.","Greenville"," SC ","29605","NICU Beds:45","Neonatologists: 5 ","Neonatologists names: Jerry Ferlauto; Robert Newell; Rita Saldanha; Whit Walker; David Wells",NA
"695",695,"SELF MEMORIAL HOSPITAL","1325 Spring St. Greenwood  SC  29646","1325 Spring St.","Greenwood"," SC ","29646","NICU Beds:18","Neonatologists:2 ","Neonatologists names: John Chacko; Terry Marshall",NA
"696",696,"MARY BLACK MEMORIAL HOSPITAL","P.O, Box 3217 Spartanburg  SC  29307","P.O, Box 3217","Spartanburg"," SC ","29307","NICU Beds:10","Neonatologists: 2","Neonatologists names: Thomas Allred; Sami Elhassani",NA
"697",697,"SPARTANBURG REGIONAL MEDICAL CENTER","101 E. Wood St. Spartanburg  SC  29303","101 E. Wood St.","Spartanburg"," SC ","29303","NICU Beds:16","Neonatologists: 2","Neonatologists names: Victor Iskersky; Philip Riedel",NA
"698",698,"RAPID CITY REGIONAL HOSPITAL","P.O. Box 6000 Rapid City  SD  57709","P.O. Box 6000","Rapid City"," SD ","57709","NICU Beds:12","Neonatoilogists: 1 ","Neonatologists names: Stephen Kovarik",NA
"699",699,"MC KENNAN HOSPITAL","P.O, Box 5045, 800 E. 21st St. Sioux Falls  SD  57117","P.O, Box 5045, 800 E. 21st St.","Sioux Falls"," SD ","57117","NICU Beds:18","Neonatologists:2","Neonatologists names: Candace Caldwell; Kandi McMenamy",NA
"700",700,"SIOUX VALLEY HOSPITAL","1100 S. Euclid Sioux Fails  SD  57447","1100 S. Euclid","Sioux Fails"," SD ","57447","NICU Beds:45","Neonatotogists:5","Neonatologists names: Lawrence Fenton; David Munson; Dennis Stevens; Marty Vincent; Lawrence Wellman",NA
"701",701,"EAST RIDGE HOSPITAL","941 Spring Creek Rd. Chattanooga  TN  37421","941 Spring Creek Rd.","Chattanooga"," TN ","37421","NICU Beds:18","Neonatologists:3","Neonatologists names: Lizabeth Kennedy; Lisa Lowrey-Smith; Victor Thomas",NA
"702",702,"T.C. THOMPSON CHILDREN'S HOSPITAL","910 Blackford St. Chattanooga  TN  37403","910 Blackford St.","Chattanooga"," TN ","37403","NICU Beds:36","Neonatologists: 3 ","Neonatologists names: Gary Bell; William Blake; William Catterton",NA
"703",703,"METHODIST HOSPITAL GERMAN","7691 Poplar Ave. Germantown  TN  38138","7691 Poplar Ave.","Germantown"," TN ","38138","NICU Beds:10","Neonatologists: 4","Neonatologists names: Charles Hankins; Martin Jenkins; Carol Perry; Diane Woodall",NA
"704",704,"JACKSON-MADISON COUNTY GENERAL HOSPITAL","708 W. Forest Ave. Jackson  TN  38301","708 W. Forest Ave.","Jackson"," TN ","38301","NICU Beds:16","Neonatologists: 2 ","Neonatologists names: Mahendra Prasad; Donna-Jean Walker",NA
"705",705,"JOHNSON CITY MEDICAL CENTER HOSPITAL","400 N. State of Franklin Rd. Johnson City  TN  37604","400 N. State of Franklin Rd.","Johnson City"," TN ","37604","NICU Beds:26","Neonatologists: 3 ","Neonatologists names: Des Bharti; Bedford Bonta; William Devoe",NA
"706",706,"HOLSTON VALLEY HOSPITAL AND MEDICAL CENTER","P.O, Box 238 Kingsport  TN  37662","P.O, Box 238","Kingsport"," TN ","37662","NICU Beds:22","Neonatologicts:4","Neonatologists names: Sharon Lail; Christoper Martin; Bruce Pichoff; Pius James Powers",NA
"707",707,"EAST TENNESSEE CHILDREN'S HOSPITAL","2018 Clinch Ave. Knoxville  TN  37916","2018 Clinch Ave.","Knoxville"," TN ","37916","NICU Beds:36","Neonatologists: 4","Neonatologists names: John Howick; Louden Nalle; Stephen Prinz; William Wooldridge",NA
"708",708,"ST, MARY'S MEDICAL CENTER","Women's Pavillon, Woodland Ave. Knoxville  TN  37917","Women's Pavillon, Woodland Ave.","Knoxville"," TN ","37917","NICU Beds:14","Neonatologists: 3 ","Neonatologists names: John Buccheit; Neil Feld; Patrick Hodges",NA
"709",709,"UNIVERSITY OF TENNESSEE MEDICAL CENTER, KNOXVILLE","1924 Alcoa Hwy. Knoxville  TN  37920","1924 Alcoa Hwy.","Knoxville"," TN ","37920","NICU Beda:48","Neonatologists: 7 ","Neonatologists names: Mark Anderson; Tara Burnette; Mark Gaylord; Vichien Lorch; James Schmid; Hanumaiah Suvarnamma; Kelly Wright",NA
"710",710,"AMI ST. FRANCIS HOSPITAL","Park Ave. Memphis  TN  38119","Park Ave.","Memphis"," TN ","38119","NICU Beds:12","Neonatologists: 1","Neonatologists names: John Isaac",NA
"711",711,"BAPTIST MEMORIAL HOSPITAL EAST","6019 Walnut Grove Rd. Memphis  TN  38120","6019 Walnut Grove Rd.","Memphis"," TN ","38120","NICU Beds:31","Neonatologists: 4 ","Neonatologists names: Esmond Arrindell; James Hamlett III; Craig Sander; Robert Tipton",NA
"712",712,"METHODIST HOSPITAL NORTH","3960 New Covington Pike Memphis  TN  38128","3960 New Covington Pike","Memphis"," TN ","38128","NICU Beds:16","Neonatologists: 2 ","Neonatologists names: Charles Hankins; Martin Jenkins",NA
"713",713,"METHODIST HOSPITAL OF MEMPHIS","1265 Union Ave. Memphis  TN  38104","1265 Union Ave.","Memphis"," TN ","38104","NICU Beds:30","Negnatologists:6","Neonatologists names: John Ferguson; June Joyner; George Latta; Carole Perry; Marilyn Robinson; Diane Woodall",NA
"714",714,"REGIONAL MEDICAL CENTER AT MEMPHIS","853 Jefferson Ave., Rm. 201 Memphis  TN  38163","853 Jefferson Ave., Rm. 201","Memphis"," TN ","38163","NICU Beds:90","Neonalologists:6","Neonatologists names: Henrietta Bada; Dennis Crouse; Charles Fitch; Winston Koo; Sheldon Korones; Massroor Pourcyrous",NA
"715",715,"BAPTIST HOSPITAL","2000 Church St. Nashville  TN  37236","2000 Church St.","Nashville"," TN ","37236","NICU Beds:27","Neonatologists: 4 ","Neonatologists names: Wendy Fish; Elizabeth Krueger; Jorge Rojas; Thomas Whitworth",NA
"716",716,"CENTENNIAL MEDICAL CENTER ","2221 Murphy Ave.  Nashville  TN  37203","2221 Murphy Ave. ","Nashville"," TN ","37203","NICU Beds:24","Neonatologists: 4 ","Neonatologists names: Susan Campbell; Sarah Hassell; Muhammad Ismail; Hadeer Karmo",NA
"717",717,"METROPOLITAN NASHVILLE GENERAL HOSPITAL","72 Hermitage Ave. Nashville  TN  37210","72 Hermitage Ave.","Nashville"," TN ","37210","NIGU Beds:10","Neonatologists:2","Neonatologists names: Ifeatu Ekelem; Christopher Kirya",NA
"718",718,"VANDERBILT UNIVERSITY HOSPITAL AND CLINIC","1161 21st Ave. S. Nashville  TN  37232","1161 21st Ave. S.","Nashville"," TN ","37232","NiGU Beds:48","Neonatologists:8","Neonatologists names: Robert Cotton; Catherine Hoff; Margarget Rush;Jayant Shenai; Mildred Stahlman; Hakan Sundell; William Walsh; Barbara Wilson",NA
"719",719,"AMARILLO HOSPITAL DISTRICT","1400 Wallace Blvd. Amarillo  TX  79106","1400 Wallace Blvd.","Amarillo"," TX ","79106","NICU Beds:24","Neonatologists: 4 ","Neonatologists names: Evanthia Biskinis; Joyce Chuachingo; Petiah Mohan; Mubariz Naqvi",NA
"720",720,"ARLINGTON MEMORIAL HOSPITAL","800 W. Randol Mill Rd. Arlington  TX  76012","800 W. Randol Mill Rd.","Arlington"," TX ","76012","NICU Beds:32","Neonatologists:1","Neonatologists names: Scott Tisdell",NA
"721",721,"CHILDREN'S HOSPITAL OF AUSTIN AT BRACKENRIDGE","601 E. 15th St. Austin  TX  78701","601 E. 15th St.","Austin"," TX ","78701","NICU Beds:18","Neonatoiogists:3","Neonatologists names: James Courtney; William Hyde; George Sharpe",NA
"722",722,"SETON MEDICAL CENTER","1201 W. 38th St. Austin  TX  78703","1201 W. 38th St.","Austin"," TX ","78703","NICU Beds:38","Neonatologists: 5 ","Neonatologists names: James Creswell; Donald Kelley; Todd Scharnberg; David Wermer; Taimir Zeb",NA
"723",723,"ST. DAVID'S HOSPITAL","P.O. Box 4039 Austin  TX  78765","P.O. Box 4039","Austin"," TX ","78765","NiCU Beds:17","Neonatologists: 4 ","Neonatologists names: David Breed; Frank Cho; Cynthia Lynnn; Audelio Rivera",NA
"724",724,"BEAUMONT REGIONAL MEDICAL CENTER","P.O. Box 12456 Beaumont  TX  77726","P.O. Box 12456","Beaumont"," TX ","77726","NICU Beds:6","Neonatologists:1","Neonatologists names: Arden Quintin",NA
"725",725,"ST. ELIZABETH HOSPITAL","2830 Calder Ave.  Beaumont  TX  77702","2830 Calder Ave. ","Beaumont"," TX ","77702","NICU Beds:24","Neonatologists: 2 ","Neonatologists names: Aiyanadar Bharathi; Gustavo Lugo",NA
"726",726,"AMI BROWNSVILLE MEDICAL CENTER","1040 W. Jefferson St. Brownsville  TX  78520","1040 W. Jefferson St.","Brownsville"," TX ","78520","NICU Beds:18","Neonatologists: 3 ","Neonatologists names: Jose Antonio De Luna; Manuel Mendoza; Sanchez Gerardo",NA
"727",727,"VALLEY REGIONAL MEDICAL CENTER","1 Ted Hunt Blvd. Brownsville  TX  78521","1 Ted Hunt Blvd.","Brownsville"," TX ","78521","NICU Beds:18","Neonatologlsts:",NA,"Refer to AMI Brownsville Medical Center"
"728",728,"MEDICAL CENTER HOSPITAL","504 Medical Center Blvd. Conroe  TX  77304","504 Medical Center Blvd.","Conroe"," TX ","77304","NICU Beds:16","Neonatologists:2","Neonatologists names: Jack McGowan; Shanti Reddy",NA
"729",729,"DOCTORS REGIONAL MEDICAL CENTER","3315 S. Alameda Corpus Christi  TX  78411","3315 S. Alameda","Corpus Christi"," TX ","78411","NICU Beds:16","Neonatologists: ",NA,"Refer to Driscoll Children's Hospital"
